$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
214$25845392$长津湖$午后Ice Tea$2021-10-02 00:19:22$123$盖马高原那年碰上了历年少有的极端天气，零下40度的气温，厚厚的积雪，志愿军长期挨饿受冻还要长途奔袭，而且志愿军的装备和联合国军相比那就是啃石头加步枪VS陆海空飞机坦克大炮共同轰炸，志愿军很多人连件棉衣都没有，鞋子也还是单鞋，就这种意志太值得敬佩了，他们绝对称得上最可爱的人！
215$25845392$长津湖$木木家小$2021-09-30 22:23:27$213$再去看一遍士兵突击
216$25845392$长津湖$等待_嗯$2021-10-04 16:45:23$167$就冲那句，如果我们不打这场仗，那就是我们的后代打，必须给满分
217$25845392$长津湖$周周周周周$2021-09-30 17:46:34$481$哭的emo了……太好哭了呜呜看着美军飞机来了就感觉好绝望但是先辈们绝不放弃把战争打赢了。只能说勿忘国耻，牢记历史
218$25845392$长津湖$Todayistheday$2021-09-30 13:27:49$424$上敬战死的英灵！下敬涂炭的生灵！中间的敬，人世间的良心！
219$25845392$长津湖$CharlesAnyways$2021-10-08 17:57:54$41$It’s not a movie.
220$25845392$长津湖$star66$2021-09-29 22:18:17$1375$"


作为一部战争片，《长津湖》的爆炸场面、打斗场面都极为真实，也极为震撼。电影中激烈的机枪对战、赤身肉搏以及血肉横飞的画面让人揪心。接近三个小时的观影时间，只有泪点，没有尿点。不仅让我们看到了残酷的战争，也看到了战争里人性真实的一面。电影中展现的只是三年朝鲜战争冰山一角。真正的战争比我们看到的，还要残酷。真心的希望后辈们都去看看这部电影，因为它不是一部史诗巨制，而是一段真实发生过的历史。永远铭记这些最可爱的人！"
221$25845392$长津湖$以付之名$2021-10-04 19:45:43$55$最近在看老美写的最寒冷的冬天，配合使用效果拔群，高八百至少3个level，韩国自古以来就是个卑贱的民族。
222$25845392$长津湖$So$2021-09-29 11:53:18$76$长时间的战争场面，看得人头昏脑胀是真的。但不否认这场战役的伟大，只不过作为艺术形式呈现，它还不够那么好
223$25845392$长津湖$星河$2021-10-01 17:36:17$150$"“不相信有完成不了的任务，不相信有战胜不了的困难，不相信有战胜不了的敌人。”
沂蒙山小调一响，啥也别说了，作为一个临沂人，直接泪崩。😭😭"
224$25845392$长津湖$Enchantress$2021-09-30 11:20:12$71$"为了看这部片还重温了一下历史，挺还原史实的吧。本来以为会哭的很厉害，反而前一天看纪录片哭完了，到电影里反而哭不出来。节奏还可以，气氛的渲染也到位的，不会让人觉得打三个小时很难熬。
日出接长城那个镜头真的很绝，拍出了5000年古国的恢弘大气。"
225$25845392$长津湖$momo$2021-09-26 19:12:11$545$北京首映礼见到了主创们。说说电影，176分钟的视听盛宴，从开始到结束没有一秒多余镜头，真的太震撼了。以青春无悔换山河无恙。
226$25845392$长津湖$湮香西城$2021-10-08 14:23:02$100$太敷衍了，可能钱都花在明星和宣传上了，都2021年了你就给我看这特效？三个大导演导出这种剧情，服了
227$25845392$长津湖$白雪崖$2021-09-30 16:00:00$141$五分是给伟大的先烈，电影有点乱，有点杂！
228$25845392$长津湖$欲言又止$2021-09-30 16:02:03$310$上一次看到这么美的战争片 哦没有上一次😭😭😭😭😭谢谢英雄们 谢谢这部电影
229$25845392$长津湖$乌鸦$2021-10-03 16:05:13$133$题材很好，武戏太差，音乐想强行煽情，叙事逻辑勉强
230$25845392$长津湖$小万哥哥$2021-09-29 11:12:38$235$战争开幕前，开国元勋的老演员们一出幕可太令人激动了。另外战七连的每个人物也都演活了，不管是主角还是配角，都诠释的非常立体，群像演绎相当精彩。印象最深刻的就是四字弟弟的伍万里和胡军的雷公（雷公不仅是最大泪点所在，全剧所有的笑点也在这两人身上），吴京可以说是演技担当，段奕宏一如既往的神，朱亚文和李晨正常表现，韩东君出乎意料的好，以上集结了中国最优秀荷尔蒙演员。
231$25845392$长津湖$吧卡巴拉$2021-09-30 14:32:12$89$"先说缺点，在电影里有些片段有些刻意煽情，另外战斗场景不够真实，集体冲锋时候哪能搞这种密集冲锋，看得我都急死了。
总体来讲，算是合格，多给的一星是给吴京的"
232$25845392$长津湖$大饼砸$2021-09-30 06:06:40$728$最好是选大屏幕看，场面真的很震撼。人物上也站得住，明明人物挺多的，但是都有记忆点，真的能跟角色共情，影厅里吸鼻子的声音此起彼伏
233$25845392$长津湖$。。。$2021-10-05 00:05:03$95$千篇一律
234$25845392$长津湖$卓君story$2021-09-25 23:05:01$577$兰晓龙粉丝泪洒影厅！
235$25845392$长津湖$咫尺凌绝$2021-09-29 09:24:40$83$123号。比想象的好，有几场戏堪称精彩，人物塑造和演员表演也比之前的主旋律电影中的要好。当然问题依旧不少，最明显的是节奏混乱，有一条不可言说但是我明白为什么不能删掉的支线也很掉节奏。
236$25845392$长津湖$遇见$2021-09-30 09:31:27$92$"3小时的战争题材本以为会疲倦，没想到每个小时都有各自的高潮。从第一次美军飞机空袭血炸在眼前开始，整部电影就开始了密集的战争输出：血肉之躯正面对战坦克，前一分钟还谈笑风生的战友下一刻炸死在眼前，冰天雪地里蹦掉了牙的土豆和对面的烤鸡，战火纷飞后破碎的黑白女孩照片。有时候我会觉得伍万里像是代替观众在经历这场不得不打的战争，每当绷不住的崩溃时刻，伍千里的抚慰来的及时又体贴。吴京代表的中国军人给予了极大的真实的安全感，走出影院的一刻，历史和现实的切换有几分恍惚——有些故事不该也不能被忘却。
"
237$25845392$长津湖$serene$2021-10-01 17:36:33$80$"一个疑问，伍百里的故事到底是什么呢？是千里最后说的那段关于“帮帮我”的部分吗？

胡军全剧笑点和泪点担当，李晨的痞子人设还不错哈哈哈

(伍百里、伍千里、伍万里哈哈哈哈哈这朴素的起名的艺术，突然让我想起来一个小同学叫常有钱、常有权"
238$25845392$长津湖$第三种黑猩猩$2021-10-01 17:33:31$110$没有故事，没有故事，满屏的爆炸，满屏的爆炸，满屏的飞机，满屏的飞机，满屏的丢炸弹，满屏的丢炸弹，满屏的坦克，满屏的坦克。吊儿郎当的万里是个败笔，多余的人物，多余的人物。
239$25845392$长津湖$🍪$2021-11-15 14:33:07$31$三个小时 从头到尾都在打 剧情衔接弱 让人视觉疲劳了
240$25845392$长津湖$中间人$2021-09-30 11:27:04$666$堪称史诗级战争大片，气势恢宏，把英雄人物舍身取义，造福子孙的奉献精神完美的展现出来。作为英雄们的子孙感到无比的骄傲自豪
241$25845392$长津湖$溜溜球$2021-09-30 18:55:54$417$导演阵容，演员阵容，场面都很赞，唯一就是入朝部队大部分都是穿单衣被冻死和补给跟不上饿死的，条件太艰苦，死伤太大。
242$25845392$长津湖$Nomass$2021-10-09 10:41:54$68$打两下歇会咱唠唠嗑？/俩小时了才开始长津湖，我都不记得前面干了啥，你要搞纪录片就干脆更现实主义一点，就这情节你拍仨小时？棉衣、高地塔、岸英、冻死烈士细节蛮多不刻画，炮弹、血腥、中美条件对比跟不要钱似的疯狂往里塞。撤退时紧张兮兮的，敌人到脸上了，过去敬个礼？/致敬烈士，但不意味着对此类电影无限包容。
243$25845392$长津湖$我也不想凶巴巴$2021-09-30 11:25:43$448$给最可爱的人。
244$25845392$长津湖$Desperado$2022-01-03 21:28:41$26$"战争场面有提高不少，但特效尤其开始返乡那段抠图太假。

片子结构虎头蛇尾，节奏把握不好，前面铺垫过长，后面戛然而止。

有些情节太离谱，坦克对射又来了，步兵上去开坦克还能如此娴熟操作根本不可能。

战争片最重要的一点，就是在战争中窥视人性，我们的片还停留在宣传层面，很难感动人，虽然导演也很想，但总是弄个四不像，看血战钢锯岭流泪，看这个却没有。

现在我搞清楚了，这个不是战争片，是动作片，这么理解逻辑就通了。"
245$25845392$长津湖$JonRyann$2021-09-30 17:43:08$258$"朱亚文穿什么都帅惨了好吗！
作为一部献礼片，全片硬核，场面宏大，整体达到一个较高的标准，以美军的轰炸开始，以美军的撤退结束，电影的节奏让我感觉导演在尽力不浪费拍下的每一秒，三个小时的剪辑已经是制作方掏出的最低价了。
从开始就从我方和美军两个角度铺垫入朝作战的正当性。介绍人物的时候也很清楚地表示这是钢七连视角的战争片，所以也只会展现钢七连的战斗，大概也是因为这个，结尾其他战斗英雄的一笔带过有些局促，使得电影的结束显得余力不足，但是杨根思作为新中国第一名特级战斗英雄，冰雕连作为战斗英雄里较为著名的典型事件，都是必须要有三个小时里的一席之地的，可以理解。所有战斗也表现了志愿军作战的艰难，美军的战斗素养也表现得不错。
逗乐的情节都有点尬，煽情其实并不多余，一部抗美援朝精神献礼片如果不煽情还看什么？"
246$25845392$长津湖$火娃$2021-10-02 15:16:30$16$6/10。陈凯歌营造富于炫丽的影像空间的倾向依然明显，开头随着伍千里的特写拉开视距捕捉到水乡、船屋、吹哨喊鸟的地域风情，战场上火光滔天、烟幕四起，大片黄服装的先烈前赴后继，而当伍万里不被连队接纳想要拉开火车门逃跑，血阳红云和巍峨山川上一副长城的图景展现出来，被赋予戌守边疆的决心，但虚假的特效无处不在减弱真情实感，群像塑造没有人物完整性，如雷睢生因为左耳失聪被新兵挨骂戏弄、最后失去理性在载着标记弹中牺牲（然后空袭无缘无故停止了），除了增加趣味和一个仪式化的悼念，动机缺乏实在性。美国人又一次成为概念化的‘‘他者’’，需要表现侵略者杀人不眨眼的动机，就让美国飞行员打着赌，扫射在石滩上隐蔽而躯体撕裂的志愿军，需要通过敌人展现我军的坚韧，则使美军师长向冰雕战士敬礼，对手的形象反差过大、缺乏情感变化的递进。
247$25845392$长津湖$阿丧是处女座$2021-09-30 11:12:27$53$整体三星半的片子，虽时长三小时，好在影片节奏控制得比较不错👌🏻（舅公也参加过抗美援朝战争，腿上还留着子弹壳…🌟感谢最可爱的人们）
248$25845392$长津湖$侠影$2021-10-03 18:34:34$44$除了中间那段战争戏炸信号塔的不错，其他地方拍得太乱了。
249$25845392$长津湖$惊蛰$2021-10-01 22:42:48$91$"词汇匮乏 词汇匮乏 本质上是我对战争片无感吧  
另外是放不开 除了隐约的没衣服没粮食以外   表现得比较好的，称得上悲壮的也只有老雷了   总体上 惨烈 悲壮 之类的词汇都谈不上 另外有点太长了
易烊千玺表演的不错  稚嫩气表现得很好"
250$25845392$长津湖$巧克力鸡蛋饼$2021-09-30 19:11:34$471$英雄不朽！
251$25845392$长津湖$melon熙$2022-01-07 15:03:29$32$没有灵魂，空有场面。
252$25845392$长津湖$YANGROOO$2021-10-05 20:24:05$65$“我们为什么要打仗？”“我们把该打的仗都打了,我们的后代就不用再打了。”
